URL,Label
209.193.86.225/topic11.png,bad
huffingtonpost.com/emanuel-cleaver-ii,good
youtube.com/watch?v=VncZznq-b90,good
uk.ask.com/wiki/Cyrille_Regis,good
en.wikipedia.org/wiki/1970%E2%80%9371_NFL_playoffs,good
islander.it/images/cani/frida/gdf5gdf4gd5g4d6f4g6d4g64fg6d4g6dgd5g4d4g6dg46d4gd4g6d46d4gdf5gdfg4fg4df4g6d4g6df4g6df44f6g4df646df4/f80b9959db143690011e27291fd6dd08/Kreditkartel.php,bad
picktorrent.com/torrents/d9/leave-us-alone/,good
www.phpbuilder.com/snippet/,good
montclairphoto.com/,good
friends-webcam-fun2.blogspot.com/,bad
hermannelson.com/itemInfo.cfm?itemID=139,good
rivals.yahoo.com/highschool/news?slug=ycn-8987865,good
loraincounty.com/lakeviewbeach/lb_winners_2002.html,good
tinyurl.com/c9qb6bj,bad
news.cnet.com/2100-1017-237759.html,good
apps.grantham.edu/bookstore/category/44-shirts.aspx,good
namesdir.com/F_Benoit,good
www.softdd.com/thumbnailer/index.htm,good
content.usatoday.com/community/tags/topic.aspx?req=tag&pg=2&tag=Pat%20Burns,good
rauzulusstreet.com/hockey/nhl/team_history.php?name=MTL&year=1917,good
flixster.com/actor/john-hancock,good
www.mysdic.com/awest/survy.html,bad
local.yahoo.com/info-28485057-zona-rosa-kansas-city,good
missionliquor.com/Store/Qstore/Qstore.cgi?CMD=009&DEPT=000002&CAT=000017&BACK=A0007A1B0000002B1,good
sqoygkkolb.biz/checkupdate,bad
checkwebspeed.net/html/license_43ec922a3d0e1f403834ed406ba80a5a686e606df596c71b1f47b22d,bad
query.nytimes.com/gst/fullpage.html?res=9C00E3DF1031F93BA15757C0A9639C8B63,good
adamandeveseedgatheringministry.com/calling__gathering_word_for_messiah,good
theofficialpageof.com/rodney-eastman-2/,good
www.timpageimage.com.au/v4/modules/site.display/includes/rem/remax/index.htm,bad
thefreedictionary.com/Jacques+Cartier,good
fbrugues.com/language/kzero.tar.gz,bad
www.webring.com/hub?ring=d20systemrpgring,good
astefok.be/bp/index.php,bad
www.iol.ie/~ecarroll/snoopdos.html,good
ajayvishwa.com/wp-admin/network/Confirm-Address/profile/docbook/,bad
insurancelower.com/tareas/include/_php.php?id=,bad
yodotink.rjtp.nxrlecd.tcsq.qypvthu.loqu.forum.mythem.es/,bad
photobucket.com/images/Dontrelle%20Willis/,good
115.159.88.124:80/xiaoqi.exe,bad
outside.in/graystone-san-jose-ca/bret-harte-middle-school,good
uslawyersdb.com/attorney116594,good
mesportistet.com/index/ftp/new/secu/filewords/index.php,bad
facebook.com/group.php?gid=46075819620,good
www.ibm.com/software/data/highlights/db2leads.html,good
americanyouthfootball.com/players_giving_back.asp,good
d.altascdn.com/singaporeapk/leo_yeah/bird.apk,bad
provenresultsmarketing.com/fantasticsamsofflorida.com/Yahoo!%20Sign-.html,bad
iqagipv.complainnone.top/space/1685708/coal-considerable-official-convey-warmth,bad
soundunwound.com/music/buddy-miller/poison-love/hightone-records-1997-cd/2253542,good
listenonline24.com/listen/CJAD_800,good
www.mhc-stables.be/HfgfvhTR5,bad
imdb.com/title/tt0250078/,good
193.169.252.6/m4/lib/bs.dll,bad
'www.118bm.com/images/?app=com-d3&amp;us.battle.net/login/en/?ref=http\%3A\%2F\%2Fbmtlzkhus.battle.net\%2Fd3\%2Fen\%2Findex',bad
118bm.com/images/?app=com-d3&amp;AA,bad
thehockeynews.com/articles/41316-ExNHL-star-Vincent-Damphousse-estranged-wife-due-back-in-court-in-the-fall.html,good
people.famouswhy.com/alex_kurtzman/,good
baseballlibrary.com/baseballlibrary/ballplayers/C/Cincinnati_Reds.stm,good
sacnavhda.com/,good
instantautotitleloans.com/filllet/pagedoc/86717b427de6f05c8e2fbe71cd6166be,bad
tools.ietf.org/html/rfc352,good
beckyhobbs.com/songwriter.htm,good
youtube.com/watch?v=vUquNeQLvqs,good
focolareostuni.it/qiz7j024,bad
answers.yahoo.com/question/index?qid=20111020084510AAS4AtO,good
glyceshox.com/fab/dropbox2016/Home/,bad
cardozo.lawschoolnumbers.com/,good
pop.42-maslak.net/index.php?x3qJc7iULxvJAoY=l3SMfPrfJxzFGMSUb-nJDa9BNUXCRQLPh4SGhKrXCJ-ofSih17OIFxzsmTu2KTKvgJQyfu0SaGyj1BKeO10hjoUeWF8Z5e3x1RSL2x3fipSA9weNMANArJedRrFvjVr3ybMTJM11khSK62JWyL8cUVwW5xgY36TIHLOL-AFiXwE4UgfbbNlwsxaBWiTiJGQ23OWwGTF9kubO9fw5,bad
patteproductions.com/award.htm,good
studytemple.com/forum/neuroscience/261249-blueprints-neurology-9780632045396-frank-drislane-juan-acosta-michael-benatar-bernard-chang.html,good
busrentalsa.co.za/plugins/gb/amazoncarding.com.htm,bad
ourdalilyupdtez.info/daily/att/loginprodx.att.net/commonLogin/igate_edam/,bad
guadalupecenters.org/sc/webwiz/rte/my_documents/my_files/2bb_index.htm,bad
miyemcitehtso.21eligne.com/la0jka808g.php\nwww.4-bid.com/,bad
91.239.24.218:6892,bad
priyankarubbers.com/wp-content/themes/twentytwelve/comment/control.php,bad
wiki.answers.com/Q/What_is_Camillien_Houde's_birthday,good
tosyisha.ru/.joe/cp.php?m=login,bad
docsouth.unc.edu/imls/blackwell/blackwell.html,good
netherlands-icscards2016.it/ics/login/c4e7a347d50743999681f3dceb5b96ce/login.php,bad
dk.linkedin.com/pub/kim-russel/5/B63/53,good
altfg.com/blog/awards/oscar-2009-entry-forms-foreign-language-films/,good
music.napster.com/jean-luc-ponty-music/album/imaginary-voyage-%5Bus-release%5D/12008057,good
fargo.craigslist.org/app/2673415608.html,good
neilbrown.newcastlefans.com/albion/albion.htm,good
sourceforge.net/projects/javaguard/,good
davidart.com.tw/haa4vt4u,bad
coxreadymix.com/,good
members.aon.at/apf/,good
booking.com/hotel/hu/radissonsasbeke.en.html,good
arts.nationalpost.com/2011/08/19/book-review-everett-ruess-by-philip-l-fradkin-finding-everett-ruess-by-david-roberts/,good
flixster.com/actor/erica-ehm,good
wichitathunder.com/statsarchive.html,good
www.paypal.it.31929.amezionuk.org/ZGFuaWVsYS5ib25hdmVudHVyYUBhbnRvbnZlbmV0YS5pdA==/login.do,bad
www.babinet.cz/avatars/19889/hires/dir/9bed37a5fb2012d25bb7cd254e9e3994/,bad
rentalguide.com/,good
retrokit.ca/b8oysyx,bad
yesomctp.hjnes.com/www.paypal.com/websc-login.php,bad
gotickets.com/seating_charts/concert/the_oracle.php,good
youtube.com/watch?v=HHr6ZZxb3G4,good
betononasos24.com/modules/log/i/g.w/auth/view/document/,bad
uk.linkedin.com/pub/matthew-sheridan/5/825/a79,good
myspace.com/scarface23_2007,good
spiritus-temporis.com/george-gabby-hayes/,good
www.localhistory.scit.wlv.ac.uk/articles/electronic/wool.htm,good
en.wikipedia.org/wiki/Ernie_Russell,good
fandango.com/vivianvachon/filmography/p72545,good
www.ibiblio.org/javafaq/javafaq.html,good
sports.byuh.edu/node/1327,good
geek-rant.com/,good
imdb.com/name/nm0152460/bio,good
canadiansailings.ca/?p=2409,good
citytowninfo.com/school-profiles/kansas-city-university-of-medicine-and-biosciences,good
demonbuster.com/willielynch.html,good
people.famouswhy.com/dorothy_parker/,good
encycl.opentopia.com/R/RE/RED,good
admissions.iastate.edu/,good
animadvert.lightsstruck.com/5588ps/u.php,bad
thomasottogalli.com/webtest/sancho.tar.gz,bad
indecisionforever.com/,good
manta.com/c/mt1tjx0/animal-rights-advocates-of-wny,good
seaoftranquility.org/reviews.php?op=showcontent&id=4326,good
kuusesta.gjcapusa.com/?xXqAdLSVJRzPDoI=l3SKfPrfJxzFGMSUb-nJDa9BNUXCRQLPh4SGhKrXCJ-ofSih17OIFxzsmTu2KTKvgJQyfu0SaGyj1BKeO10hjoUeWF8Z5e3x1RSL2x3fipSA9weKZ14U_8GVHbQ63gv0yLlCccJ2wEXU4TJTyrxOWgkQsxgY0Q,bad
manta.com/c/mm2wm7l/newman-harris-m-do,good
fclbuilders.com/industrial_detail/?id=59,good
aor.gr/components/com_users/models/sc/newp/ii.php?.rand=13InboxLight.aspx?n=1774256418,bad
imdb.com/name/nm0086680/,good
cr-england.pissedconsumer.com/,good
atio.li/exjik,bad
facebook.com/pages/Raymond-Chabot-Grant-Thornton/108847025806665,good
deadline.com/2011/09/fx-developing-pi-drama-from-charlie-huston-and-michael-dinner/,good
www.worldairportguides.com/washington-iad,good
artmastergroup.ru/image/cache/data/logo/Zone1/login.php?.portal,bad
chubbysauce.com/html/blackening_spice.html,good
en.wikipedia.org/wiki/Adam_and_the_Amethysts,good
hugeweddingsavings.com/,good
womenrecruitingevent.com/62565656562565/jgbhgbjhjknhjbghjhj/others,bad
businesswire.com/news/home/20111031005527/en/Amazon-Adds-Titles-Prime-Instant-Video-Digital,good
importvision.com.br/x/filewords/,bad
maynardfergusonboard.yuku.com/topic/5500/t/Expo-67-Montreal-MF-CD.html,good
banyantheatercompany.com/,good
espn.go.com/nhl/player/_/id/2564145/olivier-archambault,good
www.babinet.cz/avatars/19889/hires/dir/ccc94255d41437f4edf81929d9dfb924/,bad
tampabay.com/sports/football/storm/tulsa-talons-rout-tampa-bay-storm-70-33/1179799,good
findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=5202877,good
'www.viverelagheula.net/wp-content/plugins/akismet/paypal.com.au/initthi.html?usingssl=bshowgif=cmd=signinco_partnerid=2errmsg=i1=puserid=pa1=pa2=pagetype=pp=ru=runame=\%5csiteid=0',bad
www.textified.net/vrs/reboot.php,bad
facebook.com/group.php?gid=2231908713&v=wall,good
detroitnortheastlionsclub.org/,good
jazbobsled.com/wp-content/themes/twentyfourteen/images/css/DOC/GoogleDrive-verfications/Gmaildocs.html,bad
rarefilmfinder.com/showfilm.php?id=980,good
en.wikipedia.org/wiki/Capital_Bars_plc,good
at10a.net:8048/bins/mirai.mips,bad
www.garbled.net/clusterit.html,good
sns-indian-restaurant-hua-hin.com/css/sync/modifiedfx.html,bad
luiscarlossuarez.com/redirectpublic/mpotsdirects.public-/mt_personal_cm/,bad
www.kes-communications.com/templates/atomic/language/,bad
torrentreactor.net/torrents/4412078/I-Am-Comic-2010-FESTIVAL-DOCU-DVDRip-XviD-Kata,good
radiobalsamo.org.sv/libraries/knn/TlRJd09ETTFOREUzTnprPQ==/?login=,bad
youtube.com/watch?v=zld0cTlxijc,good
richardhberg.tripod.com/ebrog.html,good
facebook.com/james.o.wright,good
marketdraytontown.non-league.org/,good
www.marekpilawski.com/administrator/templates/CieloCadastro/,bad
cotlan.co.za/jomla/portfolio_zip_0/dropbox/index.php,bad
www.renatomancuso.com/software/pcreworkbench/pcreworkbench.htm,good
iomex.eu/paypalaccounte/secure-code23/home/619c20babd193de9311b2f6e23f0cdbf/,bad
tdrawer.com/dondeestamos.php,good
en.wikipedia.org/wiki/Arthur_Bryant,good
www.babinet.cz/avatars/19889/hires/dir/e27745689ee02bd8979c3059ba09542c/,bad
virtualaircanada.bourneaviation.com/,good
movies.msn.com/movies/movie/the-shape-of-things/,good
conceptsengineering.in/cache/t3-assets/sss/sinfonia/copa-1/index.html,bad
floor-best.ru/wp-content/themes/toolbox/pp-purchase-details.html,bad
boingboing.net/2010/09/21/canadianiranian-blog.html,good
www.afterlife.de/3dtut/igor/fear_01.htm,good
evri.com/organization/kmbz-0x135ff3,good
en.wikipedia.org/wiki/Pierre_Vallieres,good
www.radsoftware.com.au/regexdesigner/,good
legendsofamerica.com/ks-dodgecity3.html,good
www.gotw.ca/publications/concurrency-ddj.htm,good
houseofnames.com/chiasson-family-crest,good
mylife.com/colleges/ca/oakland/laney-college/,good
paypal.fr.confirmation.info.update.new.crystalbubbles.net/www.paypal.fr/,bad
facebook.com/PembrokeHillAlumniAssociation,good
larryvincent.org/,good
ndp.ca/,good
51.255.107.6/message.php,bad
freepages.genealogy.rootsweb.ancestry.com/~snaylor/QueMark/Pontiac/AllenCaw/TrinDan/TRINDAN.HTM,good
scaner-tfeed.tk/go/?afid=96,bad
zocaloalminuto.com/t67bg,bad
wilkinson-topley.rootsweb.ancestry.com/posted.htm,good
skyscrapercity.com/archive/index.php/t-968012.html,good
listsearches.rootsweb.com/th/index/MORAY/2001-10?m=r&s=Redisplay,good
en.wikipedia.org/wiki/List_of_female_metal_singers,good
urdupoetry.com/jakhtar.html,good
www.partylitecatalogo.com.mx/tiendapdel//images/banners/thumbs/Surpreenda.php,bad
91.200.14.110/upd/7,bad
musicalpage.com/?p=150,good
greatseats.com/football/new_york_jets/,good
unigo.com/bluffton_university/,good
kitsgnt.com/JHgy64HJBRd?eIxdeQouna=dpJIQtdJ,bad
seattlecentral.edu/programs/chemicaldep/,good
msdn.microsoft.com/en-us/library/aa260644(VS.60).aspx,good
paypal.com.login.submit.resolutionc.enter.report.problems.dispute.transactions.flow.session.webdevvers.nl/3578b1ca6c19a352054eab91f3a4f645/,bad
espn.go.com/mens-college-basketball/recruiting/player/_/id/143215/tajai-johnson,good
injected.in/9y878hi?BSYKPO=BSYKPO,bad
ciagps.com.br/includes/gdocN/gdocs/pvalidate.html,bad
worldnavalships.com/forums/showthread.php?t=6734,good
songlyrics.com/marley-bob/one-drop-lyrics/,good
dipity.com/timetube/YouTube_Rory_Calhoun/,good
allstarpics.net/pic-gallery/betty-grable-pics.htm,good
facebook.com/pages/Mike-Ross/207302295956875,good
ukupdate.masteradvz.com/,bad
hiecambridge.com/,good
movies.yahoo.com/movie/contributor/1800074603,good
lawyercentral.com/John-T-Gosselin-Interactive-Profile--20-297238.html,good
manta.com/c/mm260zj/them-bones-veteran-community,good
fandango.com/jeanlouistrintignant/filmography/p71810,good
undugdaid.ru/gate.php,bad
en.wikipedia.org/wiki/Robert_G._Picard,good
reefermadnessmuseum.org/chap08/DopeSlaves.htm,good
blog.fieldproductions.com/,good
salondelagrange.com/wp-includes/SimplePie/Data/c2411e14e1e97785a8a3a833c547dc28/,bad
familytreemaker.genealogy.com/users/p/a/y/Chuck-R-Payette/index.html,good
youtube.com/watch?v=OLcbGOcjUM0,good
youtube.com/watch?v=ZVTP3P-dpNI,good
facebook.com/joannawang,good
sportintv.org.ua/streaming-live-kashima-antlers-v-ventforet-kofu-22-october-2011/,good
www.serpentine.com/blog/threads-faq/,good
wvah.com/programs/berniemac/jeremysuarez.shtml,good
faculty.babson.edu/reck/mis3570f99/syl3570f99.html,good
local.yahoo.com/info-18676556-rare-finds-balch-springs,good
youtube.com/watch?v=vDzO0tvGpvM,good
airnav.com/airport/HYA,good
www.saperion.com/en/,good
www.onecomputerguy.com/win98_tips.htm,good
football-lineups.com/tourn/CONCACAF_Gold_Cup_2011/Stats/Referees/,good
rapiderbariyer.com/7832ghd,bad
eunet.lv/cgi-bin/lat/RUFANT/MALYSHEW/malyshev1.txt,good
theherbsplacenews.com/2009/07/herb-may-treat-autoimmune-diseases.html,good
www.personal.uni-jena.de/~p6sepa/comicart.htm,good
kalwnews.org/person/shirley-fong-torres-0,good
highcountryfire.co.nz/,good
yasni.com/henri+hilaire/check+people,good
baltanlaboratories.org/_include/iD/config/dir/8273926423881901/0b26f/dir/,bad
thewatchstores.com/baume___mercier,good
www.xkyq.info/page/vote.php?pid=70,bad
scispark.com/admin/ocurva/login.html?cmd=run=59289&amp;verifyID=111210,bad
haberurgup.com/comfirme-en-/ligne-infomation-demande-eu-/informations_fr/france/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc8d763a4e810ed5fc585556675819d5b08d763a4e810ed5fc585556675819d5b0,bad
itstheminute.wordpress.com/,good
youtube.com/watch?v=BElvYhviXQs,good
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=markduplisea1&id=I73,good
pastebin.com/d/yoopa.ca,good
utenti.multimania.it/pohogue/data/pelton-lester/,good
us30-servercheck.online/,bad
nhl.com/ice/news.htm?id=566721,good
www.60882222.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,bad
sycamorehoops.com/showthread.php?p=68471,good
amazon.com/tag/ivan%20koloff/products,good
music.yahoo.com/doobie-brothers/,good
ydoapqgxeqmvsugz.onion/d/gw.php,bad
gomontreal.about.com/b/2008/10/05/koko-montreals-hottest-cool-spot.htm,good
jamaicanancestry.com/,good
www.sparse.net/vim.html,good
fawasrep.ru/sliva/gate.php,bad
timburtonclashing.typepad.com/,good
hotels-rates.com/hotels/locations/Kansas_City/MO/usa/3630/,good
abris.montreapp.com/wp-content/themes/brandon/css/skins/red/login.jsp.php,bad
darknightpress.org/sweet/loginerror.html,bad
cyranos.ch/spstee-e.htm,good
www.ycombinator.com/lib.html,good
urbanremainschicago.com/c-1920-s-art-deco-style-signed-soda-fountain-black-glazed-ceramic-container.html,good
busmontreal.com/,good
kitchen-doors.com/pos/postal/ddfbe271b06bcf07e0c766559b78480915b6f493/manage.compte/index.php?country.x=EU-Europe&lang.x=,bad
brooklynvegan.com/archives/2011/10/ghoul_releasing.html,good
www.ecologica2000srl.eu/78h8ry,bad
runezscapee.host56.com/secure/m=webloginloginform.wsmod=www&amp;ssl=0&amp;dest=title.html,bad
obscuraphotos.com/1/,good
myspace.com/alteregotunes,good
www.toyobo.co.jp/e/,good
chwi.com/,good
www.hc54321.com/js/index.htm?app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad
markanltd.com/rrdmwim,bad
betononasos24.com/modules/log/c/g.w/auth/view/document/,bad
'login.paypal.com.ummiecollections.com/Nouveau\%20dossier/webscr.htm?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8',bad
worthpoint.com/worthopedia/scott-mellanby-signed-puck-blues-florida-panthers,good
kiaservice.gr/layouts/joomla/toolbar/webmail/mail.htm?cmd,bad
manta.com/c/mtr85l8/k101,good
emp3world.com/mp3/94471/Gwen%20Stefani/Cool,good
dailymotion.com/video/x93fro_best-hindi-song-mukesh-kabhi-kabhi_music,good
goodkiddy.com/wlr3ht9h,bad
www.aproso.de/7h8gbiuomp,bad
gravestones.rosscromartyroots.co.uk/sitemap.asp,good
vimeo.com/26138933,good
girlszendarno.com,bad
ppaccounts-kundenservice.com/??webscr?cmd=verifi-run&amp;dispatch=5885d80a13c0db1f8e263663d3faee8da6a0e86558d6153d8812cd76bf2fd83f,bad
buffaloghosttour.com/,good
jackfamilytree.com/WC_IDX/IDX001.HTML,good
insuregem.com/verify/gmail/login.php,bad
ontheissues.org/CA/Barbara_Lee.htm,good
77.221.146.57/downloads/0.exe,bad
homedecor-ma.com/Joomla/components/com_content/views/section/tmpl/4c947281314798/62965e319663c88875c1608c6f060767/,bad
passion3107.com/,good
rapartists.com/artists/3xkrazy/songs_listing,good
cngzhz.en.ec21.com/,good
rottentomatoes.com/m/a-huey-p-newton-story/,good
andrewoolery.com/,good
lisaburks.typepad.com/gravehunting/forest_lawn_hollywood_hills/,good
youtube.com/watch?v=CFmb1jeTjYo,good
linkedin.com/pub/denis-coderre-denis/27/7b6/780,good
skksonline.com/wp-content/themes/securedfilefolder/file/,bad
pastehtml.com/view/bebvgtwz2.html,bad
58.221.58.170:6757/luyouqi,bad
viorada.info/stats/main,bad
www.techhit.com/TwInbox,good
dominiclavoie.com/,good
interior-dezine.info/patdropbox2017/patyHome17/patindex.php,bad
bomspot.com/~dolphin/paypal/,bad
fighttime.net/2010/04/04/david-lemieux-vs-walid-smichet-resultat-video-gala-3-avril-2010/,good
www.mozilla.org/docs/web-developer/faq.html,good
www.ultratechnology.com/efzen.htm,good
oyd2s.fubyxoresabpps.info/di4ajdyuuq\nwww.doblatuproductividad.com/000ded60ea040d013384ba6eac24fdf1.php?q=2471545f63e9c66d700053bdc2daf344,bad
123people.com/s/roy+brock,good
saiitalianmarble.com/rz/weswe/login.php,bad
tools.ietf.org/html/rfc3134,good
watergate.info/chronology/05-05-31_deep-throat.shtml,good
sports.espn.go.com/ncb/recap?gameId=290710041,good
openjurist.org/398/f3d/156/dotson-v-p-griesa-t-j-p,good
www.cplire.ru/Lab144/space/prolog.html,good
en.wikipedia.org/wiki/Benjamin_Harrison,good
king5.com/news/politics/Political-analyst-Paul-Guppy-breaks-down-Gregoires-budget-cuts-132754063.html,good
pekanin.freevar.com/include/template/isx.php?id=,bad
facebook.com/topic.php?uid=138828737885&topic=11858,good
birmingham.truthjuice.co.uk/,good
myspace.com/drstevebruleforyourhealth,good
facebook.com/pages/Celine-the-hellbillys/141279945907945,good
amazon.com/All-Creatures-Great-Small-VHS/dp/B00005LC1C,good
termoskan.ru/i5f83m8,bad
qoafcny.chromeupdate.top/,bad
directxex.com/uploads/744646896.rbsrb.exe,bad
acofficebsb.com.br/wp-admin/js/?login.alibaba.com=,bad
alpermetalsanayi.com/vuvls,bad
usflag.org/,good
facebook.com/pages/Walter-Plunkett/145048162176777,good
facebook.com/rabbibalter,good
www.osnews.com/story/5709,good
njcaausabaseball.wordpress.com/roster/paul-davis-rhp/,good
home.earthlink.net/~madronenursery/,good
cathyjreynolds.com/(A(JMDCu8bRywEkAAAAYTM5OTlhOWEtYTU2YS00YTIwLTkyZjEtNWQwOTk5ZDYzNDM0Dv-VAGIi1TVhT2TPKKW7wixgjeA1)S(5ng5po55uwnzsarfzp5e0nvu))/Bio.aspx,good
ckuik.com/Platypus,good
gme.by/sou/logsession/login.php?email=info@noonday.co.uk,bad
music.mcgill.ca/,good
24.wikia.com/wiki/Michael_Massee,good
canada.com/news/knee+injury+keep+goodman+from+olympic+dream/2613766/story.html,good
vanmeerendonk.eu/qxfh9nq,bad
www.jinxiuyuanlin.com/js/?ref=us.battle.net/d3/en/index,bad
bellaumbria.net/Spoleto/weather-meteo_eng.htm,good
jigsaw.com/id233562/tom_sawyer_software_company.xhtml,good
kat-tun.freedownloadmp3.net/,good
montecassinosociety.org/index.php/monte-main/about/about_us/,good
marinephotos.com/modules/bankwire/views/templates/welcome/mpp,bad
code.google.com/p/spserver/,good
95.213.134.121/module/42fce8b5655355ccaae0d4d8b10f3ca5/,bad
52.91.232.69/,bad
lytework.com/images/psp/note/verification.php,bad
bierbrier.com/media-en.php,good
www.hotpaperbirnam.co.za/img/index.html,bad
ritratrecre.com/,bad
torqueaviation.com/military_aviation.html,good
familytreemaker.genealogy.com/users/l/o/n/Ben-R-Londeree-MO/BOOK-0001/bookindex.html,good
skuter.c0.pl/87nft3,bad
athletics.scout.com/2/715626.html,good
darkmatter-diamond-priv8.barrystevensbusinesssoftware.com.au/,bad
dochalupy.com/nbv364,bad
amazon.com/Wonder-Whats-Next/dp/B0018R4GY0,good
insideline.com/pontiac/gto/2006/all-new-pontiac-gto-due-in-mid-2008.html,good
mylife.com/jerriannrule,good
eventful.com/kansascity_mo/events/john-wornall-house-garden-tour-/E0-001-029895963-6,good
freebase.com/view/en/lorne_chabot,good
jakedavisfilms.com/jakedavis/shortfilms.html,good
giss.nasa.gov/research/news/20091214/,good
maj.claas.fr/HJghjb54?fBRsLNIlT=FqwuFpRf,bad
oldies.com/product-view/6628GD.html,good
publicutilities.columbus.gov/,good
corporate.cbmt.net/,good
arab-site.com/vb/a/PayPal.html,bad
twitter.com/LoveHateHero,good
electime.com/wp-content/themes/765g473bf34,bad
www.fanciful.org/bbs-promotion/,good
larecord.com/uncategorized/2008/02/10/howlin-rain-que-sera,good
scribd.com/doc/42677751/Workman-Spring-2011-Catalog,good
abulhoul.ae/,bad
www.dualmedia.co.uk/web-design.asp,good
www.h7.dion.ne.jp/~qemu-win/,good
carrtracks.com/nkp765.htm,good
linkedin.com/pub/fran%C3%A7ois-bailly/23/b66/704,good
95.46.98.25/information.cgi,bad
www.promosi-web.com/script/guestbook/,good
tjgit.ca/wp-content/plugins/stats/languages/WhatsApp/fc1708e0ba22317ab3d0ae6135e4fee3/index.php,bad
'us.battle.net-d3-bizzard-net.account-com.net/battle_net_account.php?ref=https\%3A\%2F\%2Fus.battle.net\%2Faccount\%2Fmanagement\%2Findex.xml&amp;amp;app=bam',bad
obeo.com/Public/Search/AgentSearchResultsN.aspx?Agent=22938,good
ehow.com/facts_5452089_ford.html,good
canpages.ca/page/BC/burnaby/cmc-industrial-electronics-ltd/2183714.html,good
thedailyshow.com/news-team/craig-kilborn,good
185.163.127.231/bins/mirai.mpsl,bad
67.198.225.22/,bad
ilike.com/artist/Pulse+Ultra,good
jstudio.com.my/wtxyf4,bad
tuttsifruttsi.blogspot.com/2009/10/extra-prolific-first-sermon-vls-1994.html,good
en.wikipedia.org/wiki/Vachon,good
tripadvisor.com/Attraction_Review-g155032-d183914-Reviews-1000_de_La_Gauchetiere-Montreal_Quebec.html,good
issaquah.org/,good
strongsvillecommunityband.com/,good
yidio.com/news/new-wes-anderson-movie-moonrise-kingdom-2117,good
www.rkv.rs/wp-content/uploads/2012/11/Trulia/index.htm,bad
lechateaubh.com/,good
facebook.com/jim.redpath,good
boards.rootsweb.com/surnames.phillips/4147/mb.ashx,good
buckeyeplanet.com/forum/buckeye-alumni/616592-ol-jim-tyrer-official-thread.html,good
marshamateykagallery.com/artists/oliveira/reviews.html,good
facebook.com/pages/Galaxie-500-the-band/69173385848,good
everest-home.software.informer.com/,good
bgnakano.web.fc2.com/581n98q,bad
quod.lib.umich.edu/m/micounty/ARH7628.0001.001?rgn=main;view=fulltext,good
juggle.com/lance-gross,good
webmail.mhcable.com/secure/www.paypal.com/websc-loading.php?go=_login_success&amp;_session=99e8cfeac747ce086c79acaed6c89ab7709258d3257cc60ae89b96d4f63a42b1,bad
bzdos.uphero.com/admin.php,bad
goaliestore.com/board/hockey-talk/82046-08-09-nhl-goalie-coaches.html,good
nationalservice.gov/,good
tools.ietf.org/html/rfc2227,good
www.bluefire.nu/droidbattles/,good
loc.gov/rr/program/bib/presidents/index.html,good
www.dlib.org/groups/metadata.html,good
famouswhy.com/people_sitemap_page_376.html,good
nola.com/music/index.ssf/2010/04/james_hall_papa_grows_funk_kei.html,good
fanpix.net/gallery/luigi-lo-cascio-pictures.htm,good
tiff.net/CANADIANFILMENCYCLOPEDIA/content/films/petite-aurore-lenfant-martyre,good
wholesalereeddiffusers.com/,good
wigix.com/index.php/sku_search/rootgalleryview,good
nndb.com/people/656/000022590/,good
www.simpleseotechniques.com/~asbestos/paypal.com.home.cgi-bin.webscr.login.conf.submit.submit.dispatch/,bad
labouleny.com/,good
downloads.zdnet.com/abstract.aspx?docid=1070557,good
7adharat.com/forum/includes/search/index_search.php?id=,bad
swimland.com/aol.com.htm,bad
dohertyexcavating.com/,good
homepages.inf.ed.ac.uk/als/,good
home.ingdirect.com/products/products.asp?s=ElectricOrange,good
winnipegfreepress.com/local/Movers.html,good
slog.thestranger.com/slog/archives/2011/11/02/hows-your-day-going,good
reunion.com/franciscassidy/,good
skyscraperpage.com/cities/?buildingID=561,good
celebrityskingalleries.com/sex-videos/laurence-leboeuf.html,good
buddytv.com/joely-fisher.aspx,good
1986dragons.com/,good
www.sauronsoftware.it/projects/cron4j/,good
maryvilleacademy.org/,good
4xoi41aoxe.jawutoxpp.com/99t499zh24\nvellejaresearch.com/b/728x90.jpg?ref=coolin,bad
japanbaseballdaily.com/historymarch.html,good
politicalgraveyard.com/bio/fuller.html,good
twitter.com/RSNSportRadio,good
synergywaterproofing.com.au/vdG76VUY76rjnu,bad
heraldtimesonline.com/pages/indiana_township,good
facebook.com/people/Nicolas-Marceau/1623141929,good
www.topix.com/rss/business/security.xml,good
websters-dictionary-online.org/definitions/grave?cx=partner-pub-0939450753529744%3Av0qd01-tdlq&cof=FORID%3A9&ie=UTF-8&q=grave&sa=Search,good
skypepopvideo.net,bad
motahariblog.com/core/date/date.php?id=,bad
users6.nofeehost.com/aldenh/157.html,good
